suburb,state,postcode,details,suburb_hyphen,link
sodwalls,nsw,2790,,sodwalls,https://www.realestate.com.au/nsw/sodwalls-2790/
sofala,nsw,2795,,sofala,https://www.realestate.com.au/nsw/sofala-2795/
soldiers hill,vic,3350,,soldiers-hill,https://www.realestate.com.au/vic/soldiers-hill-3350/
soldiers hill,qld,4825,,soldiers-hill,https://www.realestate.com.au/qld/soldiers-hill-4825/
soldiers point,nsw,2317,,soldiers-point,https://www.realestate.com.au/nsw/soldiers-point-2317/
solomon,sa,5641,,solomon,https://www.realestate.com.au/sa/solomon-5641/
solomontown,sa,5540,,solomontown,https://www.realestate.com.au/sa/solomontown-5540/
solus,wa,6207,,solus,https://www.realestate.com.au/wa/solus-6207/
somers,vic,3927,,somers,https://www.realestate.com.au/vic/somers-3927/
somersby,nsw,2250,,somersby,https://www.realestate.com.au/nsw/somersby-2250/
somerset,qld,4876,torres shire/northern peninsula councils,somerset,https://www.realestate.com.au/qld/somerset-4876/
somerset,tas,7322,,somerset,https://www.realestate.com.au/tas/somerset-7322/
somerset dam,qld,4312,,somerset-dam,https://www.realestate.com.au/qld/somerset-dam-4312/
somerton,nsw,2340,,somerton,https://www.realestate.com.au/nsw/somerton-2340/
somerton,vic,3062,,somerton,https://www.realestate.com.au/vic/somerton-3062/
somerton park,vic,3851,,somerton-park,https://www.realestate.com.au/vic/somerton-park-3851/
somerton park,sa,5044,,somerton-park,https://www.realestate.com.au/sa/somerton-park-5044/
somerville,vic,3912,,somerville,https://www.realestate.com.au/vic/somerville-3912/
somerville,wa,6430,,somerville,https://www.realestate.com.au/wa/somerville-6430/
sommariva,qld,4470,,sommariva,https://www.realestate.com.au/qld/sommariva-4470/
somme,qld,4382,,somme,https://www.realestate.com.au/qld/somme-4382/
sorell,tas,7172,,sorell,https://www.realestate.com.au/tas/sorell-7172/
sorell creek,tas,7140,,sorell-creek,https://www.realestate.com.au/tas/sorell-creek-7140/
sorrento,vic,3943,,sorrento,https://www.realestate.com.au/vic/sorrento-3943/
sorrento,wa,6020,,sorrento,https://www.realestate.com.au/wa/sorrento-6020/
south arm,nsw,2460,clarence valley council,south-arm,https://www.realestate.com.au/nsw/south-arm-2460/
south arm,nsw,2449,nambucca valley council,south-arm,https://www.realestate.com.au/nsw/south-arm-2449/
south arm,tas,7022,,south-arm,https://www.realestate.com.au/tas/south-arm-7022/
south bingera,qld,4670,,south-bingera,https://www.realestate.com.au/qld/south-bingera-4670/
south bruny,tas,7150,,south-bruny,https://www.realestate.com.au/tas/south-bruny-7150/
south durras,nsw,2536,,south-durras,https://www.realestate.com.au/nsw/south-durras-2536/
south end,qld,4680,,south-end,https://www.realestate.com.au/qld/south-end-4680/
south gap,sa,5713,,south-gap,https://www.realestate.com.au/sa/south-gap-5713/
south gundurimba,nsw,2480,,south-gundurimba,https://www.realestate.com.au/nsw/south-gundurimba-2480/
south hedland,wa,6722,,south-hedland,https://www.realestate.com.au/wa/south-hedland-6722/
south hummocks,sa,5550,,south-hummocks,https://www.realestate.com.au/sa/south-hummocks-5550/
south isis,qld,4660,,south-isis,https://www.realestate.com.au/qld/south-isis-4660/
south johnstone,qld,4859,,south-johnstone,https://www.realestate.com.au/qld/south-johnstone-4859/
south kilkerran,sa,5573,,south-kilkerran,https://www.realestate.com.au/sa/south-kilkerran-5573/
south kolan,qld,4670,,south-kolan,https://www.realestate.com.au/qld/south-kolan-4670/
south kumminin,wa,6368,,south-kumminin,https://www.realestate.com.au/wa/south-kumminin-6368/
south lake,wa,6164,,south-lake,https://www.realestate.com.au/wa/south-lake-6164/
south morang,vic,3752,,south-morang,https://www.realestate.com.au/vic/south-morang-3752/
south plantations,wa,6701,,south-plantations,https://www.realestate.com.au/wa/south-plantations-6701/
south purrumbete,vic,3260,,south-purrumbete,https://www.realestate.com.au/vic/south-purrumbete-3260/
south spreyton,tas,7310,,south-spreyton,https://www.realestate.com.au/tas/south-spreyton-7310/
south springfield,tas,7260,,south-springfield,https://www.realestate.com.au/tas/south-springfield-7260/
south stirling,wa,6324,,south-stirling,https://www.realestate.com.au/wa/south-stirling-6324/
south stradbroke,qld,4216,,south-stradbroke,https://www.realestate.com.au/qld/south-stradbroke-4216/
south tammin,wa,6409,,south-tammin,https://www.realestate.com.au/wa/south-tammin-6409/
south tamworth,nsw,2340,,south-tamworth,https://www.realestate.com.au/nsw/south-tamworth-2340/
south toowoomba,qld,4350,,south-toowoomba,https://www.realestate.com.au/qld/south-toowoomba-4350/
toowoomba south,qld,4350,po boxes,toowoomba-south,https://www.realestate.com.au/qld/toowoomba-south-4350/
south townsville,qld,4810,,south-townsville,https://www.realestate.com.au/qld/south-townsville-4810/
south trayning,wa,6488,,south-trayning,https://www.realestate.com.au/wa/south-trayning-6488/
south trees,qld,4680,,south-trees,https://www.realestate.com.au/qld/south-trees-4680/
south turramurra,nsw,2074,,south-turramurra,https://www.realestate.com.au/nsw/south-turramurra-2074/
south wentworthville,nsw,2145,,south-wentworthville,https://www.realestate.com.au/nsw/south-wentworthville-2145/
south west rocks,nsw,2431,,south-west-rocks,https://www.realestate.com.au/nsw/south-west-rocks-2431/
south wharf,vic,3006,,south-wharf,https://www.realestate.com.au/vic/south-wharf-3006/
south windsor,nsw,2756,,south-windsor,https://www.realestate.com.au/nsw/south-windsor-2756/
south wolumla,nsw,2550,,south-wolumla,https://www.realestate.com.au/nsw/south-wolumla-2550/
south yaamba,qld,4702,,south-yaamba,https://www.realestate.com.au/qld/south-yaamba-4702/
south yarra,vic,3141,,south-yarra,https://www.realestate.com.au/vic/south-yarra-3141/
yarragon south,vic,3823,,yarragon-south,https://www.realestate.com.au/vic/yarragon-south-3823/
yarrawonga south,vic,3730,,yarrawonga-south,https://www.realestate.com.au/vic/yarrawonga-south-3730/
south yelbeni,wa,6487,,south-yelbeni,https://www.realestate.com.au/wa/south-yelbeni-6487/
south yilgarn,wa,6426,,south-yilgarn,https://www.realestate.com.au/wa/south-yilgarn-6426/
south yuna,wa,6532,,south-yuna,https://www.realestate.com.au/wa/south-yuna-6532/
south yunderup,wa,6208,,south-yunderup,https://www.realestate.com.au/wa/south-yunderup-6208/
southampton,nsw,2460,,southampton,https://www.realestate.com.au/nsw/southampton-2460/
southampton,wa,6253,,southampton,https://www.realestate.com.au/wa/southampton-6253/
southbank,vic,3006,,southbank,https://www.realestate.com.au/vic/southbank-3006/
southbrook,qld,4363,,southbrook,https://www.realestate.com.au/qld/southbrook-4363/
southedge,qld,4871,,southedge,https://www.realestate.com.au/qld/southedge-4871/
southend,sa,5280,,southend,https://www.realestate.com.au/sa/southend-5280/
southern brook,wa,6401,,southern-brook,https://www.realestate.com.au/wa/southern-brook-6401/
southern cross,vic,3283,,southern-cross,https://www.realestate.com.au/vic/southern-cross-3283/
southern cross,qld,4820,,southern-cross,https://www.realestate.com.au/qld/southern-cross-4820/
southern cross,wa,6426,,southern-cross,https://www.realestate.com.au/wa/southern-cross-6426/
southern river,wa,6110,,southern-river,https://www.realestate.com.au/wa/southern-river-6110/
southgate,nsw,2460,,southgate,https://www.realestate.com.au/nsw/southgate-2460/
sylvania southgate,nsw,2224,po boxes,sylvania-southgate,https://www.realestate.com.au/nsw/sylvania-southgate-2224/
southland centre,vic,3192,,southland-centre,https://www.realestate.com.au/vic/southland-centre-3192/
southport,nt,0822,,southport,https://www.realestate.com.au/nt/southport-0822/
southport,qld,4215,,southport,https://www.realestate.com.au/qld/southport-4215/
southport,tas,7109,,southport,https://www.realestate.com.au/tas/southport-7109/
southport bc,qld,4215,po boxes & locked bags,southport-bc,https://www.realestate.com.au/qld/southport-bc-4215/
southport lagoon,tas,7109,,southport-lagoon,https://www.realestate.com.au/tas/southport-lagoon-7109/
southport park,qld,4215,po boxes,southport-park,https://www.realestate.com.au/qld/southport-park-4215/
southside,qld,4570,,southside,https://www.realestate.com.au/qld/southside-4570/
southwark,sa,5031,new loc eff march 2025,southwark,https://www.realestate.com.au/sa/southwark-5031/
southwood,qld,4406,,southwood,https://www.realestate.com.au/qld/southwood-4406/
spalding,sa,5454,,spalding,https://www.realestate.com.au/sa/spalding-5454/
spalding,wa,6530,,spalding,https://www.realestate.com.au/wa/spalding-6530/
spalford,tas,7315,,spalford,https://www.realestate.com.au/tas/spalford-7315/
spargo creek,vic,3461,,spargo-creek,https://www.realestate.com.au/vic/spargo-creek-3461/
spearwood,wa,6163,,spearwood,https://www.realestate.com.au/wa/spearwood-6163/
spectacle lake,sa,5345,,spectacle-lake,https://www.realestate.com.au/sa/spectacle-lake-5345/
speed,vic,3488,,speed,https://www.realestate.com.au/vic/speed-3488/
speedwell,qld,4613,,speedwell,https://www.realestate.com.au/qld/speedwell-4613/
speers point,nsw,2284,,speers-point,https://www.realestate.com.au/nsw/speers-point-2284/
speewa,nsw,2735,,speewa,https://www.realestate.com.au/nsw/speewa-2735/
speewa,vic,3585,,speewa,https://www.realestate.com.au/vic/speewa-3585/
speewah,qld,4881,,speewah,https://www.realestate.com.au/qld/speewah-4881/
spence,act,2615,,spence,https://www.realestate.com.au/act/spence-2615/
spence,sa,5271,,spence,https://www.realestate.com.au/sa/spence-5271/
spencer,nsw,2775,,spencer,https://www.realestate.com.au/nsw/spencer-2775/
spencer park,wa,6330,,spencer-park,https://www.realestate.com.au/wa/spencer-park-6330/
spencers brook,wa,6401,,spencers-brook,https://www.realestate.com.au/wa/spencers-brook-6401/
spicers creek,nsw,2820,,spicers-creek,https://www.realestate.com.au/nsw/spicers-creek-2820/
spicketts creek,nsw,2454,,spicketts-creek,https://www.realestate.com.au/nsw/spicketts-creek-2454/
spit junction,nsw,2088,po boxes,spit-junction,https://www.realestate.com.au/nsw/spit-junction-2088/
splinter creek,qld,4630,,splinter-creek,https://www.realestate.com.au/qld/splinter-creek-4630/
split yard creek,qld,4306,,split-yard-creek,https://www.realestate.com.au/qld/split-yard-creek-4306/
splitters creek,nsw,2640,,splitters-creek,https://www.realestate.com.au/nsw/splitters-creek-2640/
spotswood,vic,3015,,spotswood,https://www.realestate.com.au/vic/spotswood-3015/
spreadborough,qld,4825,,spreadborough,https://www.realestate.com.au/qld/spreadborough-4825/
sprent,tas,7315,,sprent,https://www.realestate.com.au/tas/sprent-7315/
spreyton,tas,7310,,spreyton,https://www.realestate.com.au/tas/spreyton-7310/
spring beach,tas,7190,,spring-beach,https://www.realestate.com.au/tas/spring-beach-7190/
spring creek,nsw,2800,,spring-creek,https://www.realestate.com.au/nsw/spring-creek-2800/
spring creek,qld,4343,lockyer valley regional council,spring-creek,https://www.realestate.com.au/qld/spring-creek-4343/
spring creek,qld,4361,toowoomba regional/southern downs regional council,spring-creek,https://www.realestate.com.au/qld/spring-creek-4361/
spring creek,qld,4420,banana shire council,spring-creek,https://www.realestate.com.au/qld/spring-creek-4420/
spring farm,nsw,2570,,spring-farm,https://www.realestate.com.au/nsw/spring-farm-2570/
spring farm,sa,5453,,spring-farm,https://www.realestate.com.au/sa/spring-farm-5453/
spring flat,nsw,2850,,spring-flat,https://www.realestate.com.au/nsw/spring-flat-2850/
spring gully,vic,3550,,spring-gully,https://www.realestate.com.au/vic/spring-gully-3550/
spring gully,sa,5453,,spring-gully,https://www.realestate.com.au/sa/spring-gully-5453/
spring hill,nsw,2500,wollongong city council,spring-hill,https://www.realestate.com.au/nsw/spring-hill-2500/
spring hill,nsw,2800,cabonne shire council,spring-hill,https://www.realestate.com.au/nsw/spring-hill-2800/
spring hill,vic,3444,,spring-hill,https://www.realestate.com.au/vic/spring-hill-3444/
spring hill,qld,4000,,spring-hill,https://www.realestate.com.au/qld/spring-hill-4000/
spring mountain,nsw,2370,,spring-mountain,https://www.realestate.com.au/nsw/spring-mountain-2370/
spring mountain,qld,4300,,spring-mountain,https://www.realestate.com.au/qld/spring-mountain-4300/
spring plains,nsw,2388,,spring-plains,https://www.realestate.com.au/nsw/spring-plains-2388/
spring ridge,nsw,2343,,spring-ridge,https://www.realestate.com.au/nsw/spring-ridge-2343/
spring terrace,nsw,2798,,spring-terrace,https://www.realestate.com.au/nsw/spring-terrace-2798/
springbank,vic,3352,,springbank,https://www.realestate.com.au/vic/springbank-3352/
springbrook,qld,4213,,springbrook,https://www.realestate.com.au/qld/springbrook-4213/
springdale,nsw,2666,,springdale,https://www.realestate.com.au/nsw/springdale-2666/
springdale,qld,4380,,springdale,https://www.realestate.com.au/qld/springdale-4380/
springdale heights,nsw,2641,,springdale-heights,https://www.realestate.com.au/nsw/springdale-heights-2641/
springdallah,vic,3351,,springdallah,https://www.realestate.com.au/vic/springdallah-3351/
springfield,nsw,2250,central coast council,springfield,https://www.realestate.com.au/nsw/springfield-2250/
springfield,nsw,2630,snowy monaro regional council,springfield,https://www.realestate.com.au/nsw/springfield-2630/
springfield,vic,3434,macedon ranges,springfield,https://www.realestate.com.au/vic/springfield-3434/
springfield,vic,3544,buloke,springfield,https://www.realestate.com.au/vic/springfield-3544/
springfield,qld,4300,ipswich city council,springfield,https://www.realestate.com.au/qld/springfield-4300/
springfield,qld,4871,mareeba shire council,springfield,https://www.realestate.com.au/qld/springfield-4871/
springfield,sa,5062,,springfield,https://www.realestate.com.au/sa/springfield-5062/
springfield,wa,6525,,springfield,https://www.realestate.com.au/wa/springfield-6525/
springfield,tas,7260,,springfield,https://www.realestate.com.au/tas/springfield-7260/
springfield central,qld,4300,,springfield-central,https://www.realestate.com.au/qld/springfield-central-4300/
springfield lakes,qld,4300,,springfield-lakes,https://www.realestate.com.au/qld/springfield-lakes-4300/
springhurst,vic,3682,,springhurst,https://www.realestate.com.au/vic/springhurst-3682/
springlands,qld,4804,,springlands,https://www.realestate.com.au/qld/springlands-4804/
springmount,vic,3364,,springmount,https://www.realestate.com.au/vic/springmount-3364/
springrange,nsw,2618,,springrange,https://www.realestate.com.au/nsw/springrange-2618/
jordan springs,nsw,2747,,jordan-springs,https://www.realestate.com.au/nsw/jordan-springs-2747/
springs,wa,6308,,springs,https://www.realestate.com.au/wa/springs-6308/
springside,nsw,2800,,springside,https://www.realestate.com.au/nsw/springside-2800/
springside,qld,4356,,springside,https://www.realestate.com.au/qld/springside-4356/
springsure,qld,4722,,springsure,https://www.realestate.com.au/qld/springsure-4722/
tambar springs,nsw,2381,,tambar-springs,https://www.realestate.com.au/nsw/tambar-springs-2381/
three springs,wa,6519,,three-springs,https://www.realestate.com.au/wa/three-springs-6519/
top springs,nt,0852,,top-springs,https://www.realestate.com.au/nt/top-springs-0852/
willow springs,sa,5434,,willow-springs,https://www.realestate.com.au/sa/willow-springs-5434/
springton,sa,5235,,springton,https://www.realestate.com.au/sa/springton-5235/
springvale,nsw,2650,,springvale,https://www.realestate.com.au/nsw/springvale-2650/
springvale,vic,3171,,springvale,https://www.realestate.com.au/vic/springvale-3171/
springvale,qld,4405,,springvale,https://www.realestate.com.au/qld/springvale-4405/
springvale south,vic,3172,,springvale-south,https://www.realestate.com.au/vic/springvale-south-3172/
springwood,nsw,2777,,springwood,https://www.realestate.com.au/nsw/springwood-2777/
springwood,qld,4127,,springwood,https://www.realestate.com.au/qld/springwood-4127/
spurgeon,qld,4873,,spurgeon,https://www.realestate.com.au/qld/spurgeon-4873/
square mile,sa,5291,,square-mile,https://www.realestate.com.au/sa/square-mile-5291/
squeaking point,tas,7307,,squeaking-point,https://www.realestate.com.au/tas/squeaking-point-7307/
st albans,nsw,2775,,st-albans,https://www.realestate.com.au/nsw/st-albans-2775/
st albans,vic,3021,,st-albans,https://www.realestate.com.au/vic/st-albans-3021/
st albans park,vic,3219,,st-albans-park,https://www.realestate.com.au/vic/st-albans-park-3219/
st arnaud,vic,3478,,st-arnaud,https://www.realestate.com.au/vic/st-arnaud-3478/
st arnaud east,vic,3477,,st-arnaud-east,https://www.realestate.com.au/vic/st-arnaud-east-3477/
st arnaud north,vic,3477,,st-arnaud-north,https://www.realestate.com.au/vic/st-arnaud-north-3477/
st aubyn,qld,4352,,st-aubyn,https://www.realestate.com.au/qld/st-aubyn-4352/
st clair,nsw,2330,singleton shire council,st-clair,https://www.realestate.com.au/nsw/st-clair-2330/
st clair,nsw,2759,penrith city council,st-clair,https://www.realestate.com.au/nsw/st-clair-2759/
st clair,vic,3995,,st-clair,https://www.realestate.com.au/vic/st-clair-3995/
st clair,sa,5011,,st-clair,https://www.realestate.com.au/sa/st-clair-5011/
st fillans,nsw,2850,,st-fillans,https://www.realestate.com.au/nsw/st-fillans-2850/
st george,nsw,2622,,st-george,https://www.realestate.com.au/nsw/st-george-2622/
st george,qld,4487,,st-george,https://www.realestate.com.au/qld/st-george-4487/
st george ranges,wa,6728,,st-george-ranges,https://www.realestate.com.au/wa/st-george-ranges-6728/
st georges,sa,5064,,st-georges,https://www.realestate.com.au/sa/st-georges-5064/
st georges basin,nsw,2540,,st-georges-basin,https://www.realestate.com.au/nsw/st-georges-basin-2540/
st germains,vic,3620,,st-germains,https://www.realestate.com.au/vic/st-germains-3620/
st helena,vic,3088,,st-helena,https://www.realestate.com.au/vic/st-helena-3088/
st helens,vic,3285,,st-helens,https://www.realestate.com.au/vic/st-helens-3285/
st helens,qld,4356,toowoomba regional council,st-helens,https://www.realestate.com.au/qld/st-helens-4356/
st helens,qld,4650,fraser coast regional council,st-helens,https://www.realestate.com.au/qld/st-helens-4650/
st helens,tas,7216,,st-helens,https://www.realestate.com.au/tas/st-helens-7216/
st helens beach,qld,4798,,st-helens-beach,https://www.realestate.com.au/qld/st-helens-beach-4798/
st helens park,nsw,2560,,st-helens-park,https://www.realestate.com.au/nsw/st-helens-park-2560/
st helens plains,vic,3401,,st-helens-plains,https://www.realestate.com.au/vic/st-helens-plains-3401/
st ives,nsw,2075,,st-ives,https://www.realestate.com.au/nsw/st-ives-2075/
st ives,sa,5252,,st-ives,https://www.realestate.com.au/sa/st-ives-5252/
st ives chase,nsw,2075,,st-ives-chase,https://www.realestate.com.au/nsw/st-ives-chase-2075/
st james,vic,3727,,st-james,https://www.realestate.com.au/vic/st-james-3727/
st james,wa,6102,,st-james,https://www.realestate.com.au/wa/st-james-6102/
st johns,sa,5373,,st-johns,https://www.realestate.com.au/sa/st-johns-5373/
st johns park,nsw,2176,,st-johns-park,https://www.realestate.com.au/nsw/st-johns-park-2176/
st kilda,vic,3182,,st-kilda,https://www.realestate.com.au/vic/st-kilda-3182/
st kilda,qld,4671,,st-kilda,https://www.realestate.com.au/qld/st-kilda-4671/
st kilda,sa,5110,,st-kilda,https://www.realestate.com.au/sa/st-kilda-5110/
st kilda east,vic,3183,,st-kilda-east,https://www.realestate.com.au/vic/st-kilda-east-3183/
st kilda road central,vic,3004,,st-kilda-road-central,https://www.realestate.com.au/vic/st-kilda-road-central-3004/
st kilda south,vic,3182,,st-kilda-south,https://www.realestate.com.au/vic/st-kilda-south-3182/
st kilda west,vic,3182,,st-kilda-west,https://www.realestate.com.au/vic/st-kilda-west-3182/
st kitts,sa,5356,,st-kitts,https://www.realestate.com.au/sa/st-kitts-5356/
st leonards,nsw,2065,,st-leonards,https://www.realestate.com.au/nsw/st-leonards-2065/
st leonards,vic,3223,,st-leonards,https://www.realestate.com.au/vic/st-leonards-3223/
st leonards,tas,7250,,st-leonards,https://www.realestate.com.au/tas/st-leonards-7250/
st lucia,qld,4067,,st-lucia,https://www.realestate.com.au/qld/st-lucia-4067/
st lucia south,qld,4067,po boxes,st-lucia-south,https://www.realestate.com.au/qld/st-lucia-south-4067/
st mary,qld,4650,,st-mary,https://www.realestate.com.au/qld/st-mary-4650/
st marys,nsw,2760,,st-marys,https://www.realestate.com.au/nsw/st-marys-2760/
st marys,sa,5042,,st-marys,https://www.realestate.com.au/sa/st-marys-5042/
st marys,tas,7215,,st-marys,https://www.realestate.com.au/tas/st-marys-7215/
st marys east,nsw,2760,po boxes,st-marys-east,https://www.realestate.com.au/nsw/st-marys-east-2760/
st marys south,nsw,2760,po boxes,st-marys-south,https://www.realestate.com.au/nsw/st-marys-south-2760/
st morris,sa,5068,,st-morris,https://www.realestate.com.au/sa/st-morris-5068/
st pauls,nsw,2031,po boxes & locked bags,st-pauls,https://www.realestate.com.au/nsw/st-pauls-2031/
st peters,nsw,2044,,st-peters,https://www.realestate.com.au/nsw/st-peters-2044/
st peters,sa,5069,,st-peters,https://www.realestate.com.au/sa/st-peters-5069/
st ronans,wa,6302,,st-ronans,https://www.realestate.com.au/wa/st-ronans-6302/
st ruth,qld,4405,,st-ruth,https://www.realestate.com.au/qld/st-ruth-4405/
staaten,qld,4892,,staaten,https://www.realestate.com.au/qld/staaten-4892/
staceys bridge,vic,3971,,staceys-bridge,https://www.realestate.com.au/vic/staceys-bridge-3971/
stafford,qld,4053,,stafford,https://www.realestate.com.au/qld/stafford-4053/
stafford dc,qld,4053,po boxes & locked bags,stafford-dc,https://www.realestate.com.au/qld/stafford-dc-4053/
stafford heights,qld,4053,,stafford-heights,https://www.realestate.com.au/qld/stafford-heights-4053/
staffordshire reef,vic,3351,,staffordshire-reef,https://www.realestate.com.au/vic/staffordshire-reef-3351/
staghorn flat,vic,3691,,staghorn-flat,https://www.realestate.com.au/vic/staghorn-flat-3691/
stake hill,wa,6181,,stake-hill,https://www.realestate.com.au/wa/stake-hill-6181/
stalworth,qld,4613,,stalworth,https://www.realestate.com.au/qld/stalworth-4613/
stamford,qld,4821,,stamford,https://www.realestate.com.au/qld/stamford-4821/
stanage,qld,4702,,stanage,https://www.realestate.com.au/qld/stanage-4702/
stanborough,nsw,2360,,stanborough,https://www.realestate.com.au/nsw/stanborough-2360/
stanbridge,nsw,2705,,stanbridge,https://www.realestate.com.au/nsw/stanbridge-2705/
stanford merthyr,nsw,2327,,stanford-merthyr,https://www.realestate.com.au/nsw/stanford-merthyr-2327/
stanhope,nsw,2335,,stanhope,https://www.realestate.com.au/nsw/stanhope-2335/
stanhope,vic,3623,,stanhope,https://www.realestate.com.au/vic/stanhope-3623/
stanhope gardens,nsw,2768,,stanhope-gardens,https://www.realestate.com.au/nsw/stanhope-gardens-2768/
stanhope south,vic,3623,,stanhope-south,https://www.realestate.com.au/vic/stanhope-south-3623/
stanley,vic,3747,,stanley,https://www.realestate.com.au/vic/stanley-3747/
stanley,sa,5415,,stanley,https://www.realestate.com.au/sa/stanley-5415/
stanley,tas,7331,,stanley,https://www.realestate.com.au/tas/stanley-7331/
stanley flat,sa,5453,,stanley-flat,https://www.realestate.com.au/sa/stanley-flat-5453/
stanmore,nsw,2048,,stanmore,https://www.realestate.com.au/nsw/stanmore-2048/
stanmore,qld,4514,,stanmore,https://www.realestate.com.au/qld/stanmore-4514/
stannifer,nsw,2369,,stannifer,https://www.realestate.com.au/nsw/stannifer-2369/
stannum,nsw,2371,,stannum,https://www.realestate.com.au/nsw/stannum-2371/
stansbury,sa,5582,,stansbury,https://www.realestate.com.au/sa/stansbury-5582/
stanthorpe,qld,4380,,stanthorpe,https://www.realestate.com.au/qld/stanthorpe-4380/
stanwell,qld,4702,,stanwell,https://www.realestate.com.au/qld/stanwell-4702/
stanwell park,nsw,2508,,stanwell-park,https://www.realestate.com.au/nsw/stanwell-park-2508/
stanwell tops,nsw,2508,,stanwell-tops,https://www.realestate.com.au/nsw/stanwell-tops-2508/
stapleton,nt,0822,,stapleton,https://www.realestate.com.au/nt/stapleton-0822/
stapylton,qld,4207,,stapylton,https://www.realestate.com.au/qld/stapylton-4207/
starcke,qld,4895,,starcke,https://www.realestate.com.au/qld/starcke-4895/
state mine gully,nsw,2790,,state-mine-gully,https://www.realestate.com.au/nsw/state-mine-gully-2790/
station arcade,sa,5000,po boxes & bags,station-arcade,https://www.realestate.com.au/sa/station-arcade-5000/
staughton vale,vic,3340,,staughton-vale,https://www.realestate.com.au/vic/staughton-vale-3340/
stavely,vic,3379,,stavely,https://www.realestate.com.au/vic/stavely-3379/
staverton,tas,7306,,staverton,https://www.realestate.com.au/tas/staverton-7306/
stawell,vic,3380,,stawell,https://www.realestate.com.au/vic/stawell-3380/
stawell west,vic,3380,,stawell-west,https://www.realestate.com.au/vic/stawell-west-3380/
steam plains,nsw,2710,,steam-plains,https://www.realestate.com.au/nsw/steam-plains-2710/
steels creek,vic,3775,,steels-creek,https://www.realestate.com.au/vic/steels-creek-3775/
steelton,sa,5413,,steelton,https://www.realestate.com.au/sa/steelton-5413/
steeple flat,nsw,2631,,steeple-flat,https://www.realestate.com.au/nsw/steeple-flat-2631/
steiglitz,vic,3331,,steiglitz,https://www.realestate.com.au/vic/steiglitz-3331/
steiglitz,qld,4207,,steiglitz,https://www.realestate.com.au/qld/steiglitz-4207/
steinfeld,sa,5356,,steinfeld,https://www.realestate.com.au/sa/steinfeld-5356/
stephenston,sa,5433,,stephenston,https://www.realestate.com.au/sa/stephenston-5433/
stepney,sa,5069,,stepney,https://www.realestate.com.au/sa/stepney-5069/
steppes,tas,7030,,steppes,https://www.realestate.com.au/tas/steppes-7030/
stewart creek valley,qld,4873,,stewart-creek-valley,https://www.realestate.com.au/qld/stewart-creek-valley-4873/
stewart range,sa,5271,,stewart-range,https://www.realestate.com.au/sa/stewart-range-5271/
stewarton,vic,3725,,stewarton,https://www.realestate.com.au/vic/stewarton-3725/
stewarton,qld,4702,,stewarton,https://www.realestate.com.au/qld/stewarton-4702/
stewarts brook,nsw,2337,,stewarts-brook,https://www.realestate.com.au/nsw/stewarts-brook-2337/
stewarts mount,nsw,2795,,stewarts-mount,https://www.realestate.com.au/nsw/stewarts-mount-2795/
stewarts river,nsw,2443,,stewarts-river,https://www.realestate.com.au/nsw/stewarts-river-2443/
stieglitz,tas,7216,,stieglitz,https://www.realestate.com.au/tas/stieglitz-7216/
stirling,act,2611,,stirling,https://www.realestate.com.au/act/stirling-2611/
stirling,vic,3893,,stirling,https://www.realestate.com.au/vic/stirling-3893/
stirling,sa,5152,,stirling,https://www.realestate.com.au/sa/stirling-5152/
stirling,wa,6021,,stirling,https://www.realestate.com.au/wa/stirling-6021/
stirling estate,wa,6271,,stirling-estate,https://www.realestate.com.au/wa/stirling-estate-6271/
stirling north,sa,5710,,stirling-north,https://www.realestate.com.au/sa/stirling-north-5710/
stockdale,vic,3862,,stockdale,https://www.realestate.com.au/vic/stockdale-3862/
stockhaven,qld,4625,,stockhaven,https://www.realestate.com.au/qld/stockhaven-4625/
stockinbingal,nsw,2725,,stockinbingal,https://www.realestate.com.au/nsw/stockinbingal-2725/
stockleigh,qld,4280,,stockleigh,https://www.realestate.com.au/qld/stockleigh-4280/
stockport,sa,5410,,stockport,https://www.realestate.com.au/sa/stockport-5410/
stockrington,nsw,2322,,stockrington,https://www.realestate.com.au/nsw/stockrington-2322/
stockton,nsw,2295,,stockton,https://www.realestate.com.au/nsw/stockton-2295/
stockton,qld,4871,,stockton,https://www.realestate.com.au/qld/stockton-4871/
stockwell,sa,5355,,stockwell,https://www.realestate.com.au/sa/stockwell-5355/
stockyard,qld,4344,lockyer valley regional council,stockyard,https://www.realestate.com.au/qld/stockyard-4344/
stockyard,qld,4703,livingstone shire council,stockyard,https://www.realestate.com.au/qld/stockyard-4703/
stockyard creek,nsw,2460,,stockyard-creek,https://www.realestate.com.au/nsw/stockyard-creek-2460/
stockyard creek,sa,5460,,stockyard-creek,https://www.realestate.com.au/sa/stockyard-creek-5460/
stockyard hill,vic,3373,,stockyard-hill,https://www.realestate.com.au/vic/stockyard-hill-3373/
stockyard plain,sa,5330,,stockyard-plain,https://www.realestate.com.au/sa/stockyard-plain-5330/
stokers siding,nsw,2484,,stokers-siding,https://www.realestate.com.au/nsw/stokers-siding-2484/
stokes,qld,4823,,stokes,https://www.realestate.com.au/qld/stokes-4823/
stokes bay,sa,5223,,stokes-bay,https://www.realestate.com.au/sa/stokes-bay-5223/
stone hut,sa,5480,,stone-hut,https://www.realestate.com.au/sa/stone-hut-5480/
